gen,nevals,avg,std,min,max
69,16,67.1875,5.376090005756972,60.0,78.0
70,16,72.0,6.373774391990981,62.0,82.0
71,16,69.3125,6.5165054860715035,59.0,82.0
72,16,71.75,7.7014609003746815,59.0,86.0
73,16,68.25,7.766112283504533,56.0,86.0
74,16,72.6875,7.269101990617548,55.0,86.0
75,16,66.8125,10.47746838458604,52.0,86.0
76,16,67.0625,8.135329971795858,47.0,80.0
77,16,72.0,9.334077351297235,57.0,90.0
78,16,72.125,10.042876828877272,56.0,96.0
79,16,64.875,9.7971615787431,52.0,82.0
80,16,68.0625,7.318373709370135,55.0,81.0
81,16,70.125,5.170529469986609,60.0,79.0
82,16,70.8125,8.52363442141907,58.0,89.0
83,16,69.375,6.716351316004844,58.0,83.0
84,16,67.1875,7.851900645703561,57.0,83.0
85,16,75.125,9.116434335857413,60.0,92.0
86,16,66.875,10.676346519292075,51.0,87.0
87,16,68.4375,6.918893968691817,59.0,83.0
88,16,69.4375,7.809999599871949,60.0,89.0
89,16,70.4375,5.862686564195633,61.0,80.0
90,16,70.8125,9.015394819418615,61.0,97.0
91,16,68.5625,7.236787529698519,57.0,84.0
92,16,71.3125,6.564285471397477,62.0,85.0
93,16,67.6875,5.107821820502355,58.0,79.0
94,16,72.5,7.053367989832942,56.0,83.0
95,16,67.75,7.437237390321759,54.0,81.0
96,16,69.8125,8.398055950635243,58.0,86.0
97,16,70.875,6.0711922222904455,62.0,82.0
98,16,68.8125,7.4600498490291605,56.0,82.0
99,16,70.0625,10.328775036276083,47.0,88.0
100,16,68.0625,7.676821852172942,56.0,80.0
101,16,73.75,9.310612224768036,53.0,92.0
102,16,71.1875,8.087171554381667,61.0,94.0
103,16,69.9375,8.347669959335958,56.0,86.0
104,16,73.625,7.671986379028576,60.0,83.0
105,16,69.4375,7.984115088724611,53.0,88.0
106,16,69.875,9.739577762921758,54.0,91.0
107,16,71.6875,8.114175481834245,57.0,88.0
108,16,68.0,8.507349763586777,53.0,87.0
109,16,68.5625,9.327169653758851,55.0,88.0
110,16,68.5625,8.492413894176378,52.0,82.0
111,16,69.1875,8.464770744089883,52.0,82.0
112,16,69.75,9.56229574945264,48.0,85.0
113,16,72.125,7.896795236043543,60.0,90.0
114,16,67.3125,5.955236666161976,55.0,76.0
115,16,69.8125,10.730906007882092,52.0,90.0
116,16,69.6875,11.93062629328402,52.0,105.0
117,16,67.8125,8.654614015078893,55.0,82.0
118,16,68.6875,9.451975653269532,58.0,90.0
119,16,67.0625,7.51222961243864,53.0,82.0
120,16,69.4375,5.689560066472627,60.0,79.0
121,16,66.1875,6.549988072508224,53.0,78.0
122,16,69.1875,10.86979041886273,58.0,96.0
123,16,70.9375,7.80599729374793,55.0,87.0
124,16,70.625,9.047617089598786,55.0,86.0
125,16,72.1875,8.345797969637175,58.0,93.0
126,16,69.0625,9.202368920555186,57.0,89.0
127,16,72.0625,7.189130249898105,49.0,81.0
128,16,69.375,8.499080832654787,52.0,79.0
129,16,68.0,8.388980867781259,54.0,85.0
130,16,69.375,6.89089072616886,54.0,83.0
131,16,67.25,6.7592529172978875,55.0,80.0
132,16,70.625,8.837950837156766,52.0,81.0
133,16,70.8125,8.92481617457749,57.0,91.0
134,16,66.375,7.347406004842798,54.0,76.0
135,16,71.8125,5.433906858789539,59.0,81.0
136,16,69.75,9.058835465996719,56.0,87.0
137,16,69.0,9.300537618869138,50.0,82.0
138,16,67.6875,6.952686081652184,58.0,81.0
139,16,64.0,6.48074069840786,52.0,79.0
140,16,64.9375,6.299491546942499,55.0,78.0
141,16,74.8125,6.7658956354646795,63.0,89.0
142,16,68.5625,7.74571454095747,53.0,82.0
143,16,71.4375,7.02645669950367,55.0,80.0
144,16,70.0625,5.4021841647615085,62.0,82.0
145,16,72.75,7.636262174650632,58.0,86.0
146,16,68.375,9.326541427560379,54.0,90.0
147,16,67.1875,7.341821555309009,56.0,82.0
148,16,68.0625,8.362630791204404,59.0,91.0
149,16,68.6875,9.318789822181849,55.0,88.0
150,16,69.875,6.9899481400079075,60.0,83.0
151,16,67.5625,8.594829477656901,54.0,80.0
152,16,67.375,8.702549913674726,54.0,84.0
153,16,69.125,7.590083991630133,54.0,81.0
154,16,69.0625,8.399916294225795,56.0,83.0
155,16,69.5,10.27131929208707,54.0,91.0
156,16,67.1875,6.227145714530856,59.0,79.0
157,16,67.9375,7.301273433449811,53.0,81.0
158,16,65.0625,8.135329971795858,51.0,79.0
159,16,67.1875,8.776522303851339,53.0,87.0
160,16,66.625,6.263734908183775,54.0,79.0
161,16,67.3125,9.583310688379042,49.0,86.0
162,16,66.375,7.0787975673838845,55.0,80.0
163,16,67.4375,10.240658853316031,46.0,92.0
164,16,68.6875,7.580556955131991,57.0,84.0
165,16,67.5625,8.767616195409103,51.0,86.0
166,16,68.4375,6.909854828431636,54.0,82.0
167,16,75.8125,6.064432681628183,65.0,88.0
168,16,69.9375,5.792977969058747,57.0,81.0
169,16,70.25,7.145802963978226,61.0,86.0
170,16,66.6875,9.576786713193522,54.0,84.0
171,16,69.3125,9.622361651382679,47.0,85.0
172,16,69.9375,9.614239114459345,52.0,88.0
173,16,65.8125,5.8972318718191845,57.0,78.0
174,16,68.5,8.958236433584458,53.0,85.0
175,16,67.6875,9.991988978676869,52.0,82.0
176,16,66.6875,9.866095669007066,52.0,87.0
177,16,70.0,9.836157786453,51.0,89.0
178,16,65.8125,7.747731522839444,53.0,82.0
179,16,66.5,7.574628703771558,49.0,77.0
180,16,72.6875,8.970219827295203,53.0,89.0
181,16,67.375,9.7971615787431,53.0,89.0
182,16,68.1875,7.576433445230018,58.0,82.0
183,16,69.5625,9.185373903657924,53.0,84.0
184,16,68.0625,7.80599729374793,54.0,82.0
185,16,71.1875,8.797860180180178,57.0,94.0
186,16,67.25,6.684870978560469,56.0,78.0
187,16,68.5,8.329165624478842,55.0,84.0
188,16,71.5,8.852965604812887,53.0,88.0
189,16,70.8125,7.324776020466428,54.0,81.0
190,16,68.375,9.949089154289451,56.0,91.0
191,16,71.9375,8.525467362555556,58.0,87.0
192,16,68.75,6.968679932383177,58.0,84.0
193,16,71.75,10.836858400846621,56.0,94.0
194,16,68.8125,7.551645102227726,54.0,83.0
195,16,69.6875,7.396948272767628,54.0,83.0
196,16,69.1875,8.52363442141907,56.0,84.0
197,16,65.6875,5.4050757395248406,53.0,76.0
198,16,67.4375,8.580273524194903,50.0,84.0
199,16,69.9375,9.209158145563578,51.0,90.0
200,16,68.3125,10.907100611528254,52.0,90.0
201,16,63.875,8.992184106211349,53.0,87.0
202,16,69.4375,8.507120179590741,54.0,84.0
203,16,66.8125,8.676251710848412,55.0,83.0
204,16,72.0625,8.947546800659945,57.0,88.0
205,16,67.625,8.71690168580557,47.0,83.0
206,16,69.9375,14.024392812168376,50.0,94.0
207,16,67.0625,7.6605217674777215,53.0,81.0
208,16,68.9375,8.663636289110942,58.0,92.0
209,16,69.75,5.878988008152423,57.0,80.0
210,16,68.625,7.581845092060375,57.0,83.0
211,16,65.3125,7.93503898856206,55.0,83.0
212,16,67.8125,4.901769450922799,59.0,77.0
213,16,64.6875,8.129566024702672,53.0,83.0
214,16,69.125,8.637671850678283,55.0,84.0
215,16,67.3125,6.090143163341893,59.0,84.0
216,16,71.0,8.038967595406763,53.0,88.0
217,16,66.125,8.417801078666566,53.0,86.0
218,16,68.8125,6.074729932268594,59.0,78.0
219,16,66.1875,8.676251710848412,53.0,81.0
220,16,66.9375,8.65641922217264,55.0,84.0
221,16,69.75,7.741931283601011,56.0,88.0
222,16,68.3125,9.365620307806632,54.0,93.0
223,16,71.6875,10.987030706701423,55.0,91.0
224,16,70.6875,11.228973405881769,50.0,91.0
225,16,73.125,6.9450971915445505,61.0,87.0
226,16,70.875,6.527585694573454,60.0,81.0
227,16,69.4375,9.219332608708724,53.0,88.0
228,16,68.25,10.859903314486736,48.0,88.0
229,16,69.875,8.02242949486002,59.0,85.0
230,16,67.9375,8.242183797392533,51.0,82.0
231,16,72.5625,8.880939913657787,55.0,91.0
232,16,68.6875,9.789782620160674,58.0,87.0
233,16,64.8125,6.1564879395642444,57.0,78.0
234,16,64.875,9.898705723477185,49.0,87.0
235,16,74.25,7.988272654335229,54.0,89.0
236,16,68.375,11.85788239948432,47.0,89.0
237,16,68.9375,9.679028554044047,52.0,88.0
238,16,67.8125,10.254381685406488,49.0,81.0
239,16,69.75,8.325412902673357,55.0,85.0
240,16,66.0,5.979130371550699,53.0,74.0
241,16,68.1875,10.82946645730989,49.0,88.0
242,16,66.125,8.528445051707843,48.0,83.0
243,16,69.875,7.9833811759178825,53.0,84.0
244,16,68.25,7.562241731127087,53.0,82.0
245,16,71.3125,8.942306399917193,59.0,96.0
246,16,68.6875,6.028253789448484,59.0,83.0
247,16,71.25,9.263503656824453,61.0,89.0
248,16,69.9375,5.994463591515091,60.0,81.0
249,16,70.125,8.615937267645348,55.0,86.0
